153.6,139.152,149.248,140.496,142.848,141.376,142.672,126.432,127.808,130.72,129.6,118.24,126.752,128.544,124.208,126.608,109.664,120.464,116.208,118.992,94.16,99.04,110.64,96.976,85.12,106.416,102.016,107.872,98.544,94.912,103.248,96.016,115.264,109.904,128.384,108.56,112.688,133.344,203.552,209.232,202.336,217.136,213.664,237.648,236.88,248.496,240.176,229.696,256.128,237.696,246.976,240.864,236.336,244.688,253.344,221.568,200.496,200.624,187.056,193.088,197.552,203.376,192.08,201.408,192.352,205.056,222.032,233.184,247.68,234.624,215.872,237.808,243.04,255.264,242.816,247.12,237.328,277.616,268.832,251.072,261.328,287.792,259.648,239.552,261.664,277.872,250.032,230.56,209.184,197.344,192.352,186.32,167.296,171.408,160,160.72
156.352,159.104,151.936,136.672,140.832,131.696,126.288,136.08,128.304,129.072,128.08,115.488,119.584,120.416,112.56,122.896,115.056,116.896,115.936,111.808,90.768,93.728,106.864,89.264,83.504,98.48,80.384,87.776,106.4,97.968,104.064,101.024,110.112,95.184,99.408,96.72,110.784,124.224,179.408,202.528,198.256,196.432,192.768,198.4,220.32,230.56,231.36,227.456,245.472,218.768,220.592,223.056,233.216,218.064,232.368,205.728,202.512,184.88,192.144,189.84,179.168,171.808,173.552,194.592,178.736,177.28,218.368,215.136,197.808,201.984,207.776,235.712,223.696,219.136,225.44,237.104,228.832,250.816,252.816,252.592,274.432,239.648,254.976,259.936,267.328,279.84,240.256,218.64,204.624,194.896,182.496,175.008,168.336,146.272,153.728,145.12
140.368,139.952,122.72,129.76,119.088,111.088,114.976,124.512,123.008,108.32,108.224,118.16,113.984,114.736,112.704,103.408,109.184,95.664,107.728,99.008,91.328,86.016,93.248,92.32,87.168,91.216,88.416,102.016,93.632,82.56,86.96,84.432,97.6,94.848,97.344,94.064,112.48,127.296,197.312,180.224,192.592,191.312,187.968,215.248,209.6,218.24,215.536,207.056,208.96,209.936,219.76,217.904,223.424,217.232,238.416,216.128,187.376,166.8,165.248,152.624,162.224,166.592,176.416,185.632,181.36,196.8,206.784,208.096,193.648,203.36,219.648,199.168,204.32,182.48,208.96,199.488,184.976,223.84,228.32,232.352,216.688,255.392,238.032,222.656,224.912,225.392,211.904,216.464,199.056,193.12,186.64,172.176,165.264,161.712,143.632,141.568
135.856,127.424,128.336,115.168,117.088,119.328,116.096,119.712,123.52,117.184,103.392,103.04,99.952,97.968,97.968,96.368,97.168,93.92,98.384,95.648,92.784,80.64,77.072,88.048,81.824,90.624,79.44,82.848,93.808,90.208,86.592,80.56,78.256,92.432,84.864,82.816,91.296,102.528,134.48,169.584,166.736,192.192,169.968,176.08,183.104,174.72,185.632,169.232,191.136,174.08,158.032,145.44,184.784,153.152,163.744,173.584,154.208,137.184,126.336,129.744,128.64,135.888,123.952,128.304,141.12,145.92,145.92,167.568,149.2,152.32,150.48,152.192,129.392,143.152,154.048,160.928,162.816,203.712,207.648,200.784,207.072,199.936,179.216,198.032,180.384,192.192,164.352,169.68,138.496,136.144,131.984,126.016,131.92,128.672,120.896,124.112
123.6,110.336,95.712,98.224,99.392,101.872,112.24,101.136,93.84,100.784,90.08,90.736,93.888,92.384,88.688,88.688,89.104,82.096,88.72,86.64,63.184,67.584,75.808,76.912,83.984,82.512,82.976,69.168,72.624,71.952,67.296,75.008,72.608,72.528,67.76,66.32,74.912,95.648,114.208,136.8,144.144,163.632,158.56,170.592,161.328,177.6,182.784,181.216,182.608,182.384,208.368,195.008,189.44,187.456,186.304,190.32,173.44,175.84,159.024,156.576,163.2,143.408,151.856,143.728,143.136,151.184,186.912,183.728,187.824,175.792,176.352,175.28,194.752,182.512,192.288,195.424,188.384,231.904,234.688,225.6,220.88,217.712,217.04,222.064,237.024,240.144,230.464,216.72,207.36,201.04,186.976,186.016,177.376,144.656,147.776,120.768
124.368,120.336,125.68,109.456,115.792,112.848,97.504,101.776,98.64,119.76,108.336,101.728,101.744,90.368,98.208,100.928,89.072,94.352,89.488,83.44,88.592,81.056,86.832,84.96,82.992,90.336,88.848,78.976,85.856,83.504,94.064,92.752,93.488,82.448,84.912,86.112,101.392,94.784,132.784,160.256,148.096,162.64,177.456,181.456,178.704,184.032,188.864,203.568,189.76,189.904,184.064,177.712,187.264,188.88,177.44,181.408,140,155.952,143.008,142.08,145.264,139.44,141.328,138.048,150.24,157.184,181.936,178.608,188.8,177.792,189.936,184.832,178.976,179.104,179.856,170.432,209.312,209.072,229.344,219.328,218.464,218.064,222.912,203.2,222.496,193.856,208.576,173.648,174.272,168.4,164.8,154.432,142.416,133.744,137.712,135.536
126.608,114.176,121.632,108.592,107.36,99.056,103.056,104.592,109.28,103.6,106.192,96.928,114.304,104.224,95.248,102.784,98.256,96.096,95.808,96.864,105.024,79.296,78.928,77.168,76.816,81.488,84.352,81.584,70.464,76.608,83.552,78.112,81.888,82.8,84.944,91.632,97.648,95.136,115.216,152.752,168.592,158.944,176.224,174.88,180.528,171.744,173.008,185.952,171.632,181.088,174.112,191.248,187.296,174,170,180.352,164.384,156.736,168.752,159.184,152.432,154.112,157.52,162.672,156.944,157.136,173.952,189.296,180.624,207.2,198.352,193.872,185.568,187.264,188.816,175.536,197.472,221.024,212.896,222.752,213.008,242.64,214.208,225.664,218.816,206.528,192.784,192.816,169.584,175.856,178.608,161.776,149.328,149.024,145.184,125.616
125.632,124.816,117.808,120.352,126.784,114.24,113.616,113.888,105.008,105.824,91.968,109.168,95.36,91.44,94.848,95.968,89.632,86.368,100.784,90.752,93.488,83.712,83.248,82.208,87.216,84.96,95.872,80.992,88.784,85.52,90.656,92.816,91.904,80.48,83.088,85.776,84.448,91.28,133.568,163.648,157.376,161.584,168.864,158.576,167.232,177.504,195.232,190.512,185.312,208.064,205.776,199.536,229.072,199.328,184.624,207.504,173.168,176.448,166.816,172.544,177.28,202.032,178.864,163.424,176.16,165.584,200.128,197.68,193.68,182.784,184.368,184.096,195.664,205.744,211.376,199.12,207.056,244.656,235.92,233.584,215.296,214.896,250.464,258.992,240.384,236.144,231.376,207.328,191.136,189.104,173.792,164.24,146.432,148.064,139.936,136.48
129.536,125.344,126.32,112.416,115.584,117.072,109.376,106.576,112.912,109.088,110.4,108.56,103.856,101.056,113.04,93.92,96.176,94.832,95.696,91.264,85.424,82.432,72.336,88.496,80.688,83.056,91.456,87.184,81.264,90.976,86.544,87.68,94.304,88.032,81.904,91.344,91.376,104.16,141.568,161.216,155.68,170.816,158.624,196.64,174.304,169.632,175.2,185.184,182.816,185.088,185.744,194.272,168.048,175.216,171.024,166.896,160.448,162.128,156.544,158.704,155.216,143.6,146.784,162.144,145.152,163.376,164.64,178.672,178.592,162.832,167.104,175.504,167.616,174.304,166.832,176.256,187.2,207.072,225.712,202.976,213.328,209.504,200.704,212.88,200.272,188.432,191.568,172.08,171.552,182.048,164.848,153.888,145.696,133.6,138.896,114.464
112.704,111.744,112.88,109.76,108.048,100.24,109.392,105.776,102.48,102.48,94.608,98.816,91.776,96.32,89.28,89.44,87.936,102.656,90.432,86.224,84.688,71.664,78.272,70.576,79.888,76.112,70.752,93.152,65.152,72.416,66.176,64.416,77.856,83.872,81.664,86.912,86.832,87.776,109.648,132.592,145.408,155.2,134.912,160.688,147.792,153.36,141.056,150.448,143.2,138.144,145.2,151.952,151.904,143.184,134.128,134.4,129.664,122.272,120.336,129.856,114.576,111.504,116.336,120.864,119.408,123.68,119.616,152.368,140.304,149.856,141.792,151.152,161.76,141.504,173.024,181.28,173.152,173.168,161.12,167.824,178.72,181.776,189.36,172.624,172.032,153.408,156.608,143.28,130.432,131.904,140.736,123.456,116.16,117.184,102.96,99.232
